,dataset_type,recall,precision,auroc,auprc,iteration,model_type,resampler_type,group,f1
1,train,0.1187214611872146,0.13978494623655913,0.4473473256148936,0.05700631737297974,22,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12839506172839507
2,val,0.041666666666666664,0.08333333333333333,0.42559947768281103,0.05632737096848252,22,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.05555555555555555
3,test,0.0,0.0,0.45664477467389,0.058054171581116754,22,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.819047619047619,0.6771653543307087,0.49962894248608536,0.2526946519065112,23,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7413793103448276
1,train,0.1187214611872146,0.14285714285714285,0.4333313849352645,0.0556218864415967,23,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12967581047381546
2,val,0.041666666666666664,0.08333333333333333,0.4139957264957265,0.055194423652694606,23,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.05555555555555555
3,test,0.0,0.0,0.45855149662540473,0.05825126672201733,23,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.780952380952381,0.7068965517241379,0.4570080862533693,0.23168371322910808,24,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.742081447963801
1,train,0.1141552511415525,0.15060240963855423,0.42720158543934283,0.0550817345612754,24,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12987012987012986
2,val,0.020833333333333332,0.05555555555555555,0.3980294396961064,0.05396047434016413,24,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.030303030303030304
3,test,0.0,0.0,0.45558548470082627,0.05796064233829879,24,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.7619047619047619,0.6779661016949152,0.4702816492450639,0.23014398941764522,25,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7174887892376681
1,train,0.1095890410958904,0.14457831325301204,0.4300413756247051,0.055291139147960314,25,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12467532467532465
2,val,0.020833333333333332,0.05263157894736842,0.40580484330484334,0.054520220588235295,25,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.02985074626865672
3,test,0.0,0.0,0.455116370569898,0.057921711485187835,25,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.7523809523809524,0.7247706422018348,0.4301916032685264,0.21277563786904502,26,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7383177570093459
1,train,0.1050228310502283,0.1513157894736842,0.4697177188712095,0.059166259708720505,26,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12398921832884095
2,val,0.0,0.0,0.4557514245014245,0.059083036193240984,26,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.49983354014708997,0.0626479222783814,26,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.7333333333333333,0.7333333333333333,0.4103585112205802,0.20273850666264565,27,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7333333333333333
1,train,0.1004566210045662,0.15492957746478872,0.46826059545828413,0.059013611951776665,27,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12188365650969528
2,val,0.0,0.0,0.45643399810066476,0.05927505218659198,27,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.5088980357737357,0.06372976556811166,27,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.7264150943396226,0.7333333333333333,0.4199302362454416,0.20252920917508016,28,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7298578199052131
1,train,0.1004566210045662,0.15492957746478872,0.470623723973229,0.0592613948451956,28,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.12188365650969528
2,val,0.0,0.0,0.45643399810066476,0.05927505218659198,28,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.5088980357737357,0.06372976556811166,28,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.7169811320754716,0.7378640776699029,0.406662896509177,0.19454251527453253,29,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.7272727272727272
1,train,0.0958904109589041,0.15217391304347827,0.4671395707122369,0.05888657003299127,29,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.11764705882352941
2,val,0.0,0.0,0.45500949667616336,0.059134618527452554,29,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.5074452952392483,0.06355372536309009,29,KNN,RepeatedEditedNN,KNN_RepeatedEditedNN,0.0
0,artificial_train,0.22826086956521738,0.9130434782608695,0.3508122312470139,0.43240313397337904,0,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.36521739130434777
1,train,0.0365296803652968,0.14814814814814814,0.5566726371150348,0.14540282913831873,0,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05860805860805861
2,val,0.020833333333333332,0.2,0.5512226970560304,0.10575288513209323,0,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.03773584905660377
3,test,0.0,0.0,0.6371477860839563,0.17428696473377145,0,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,1.0,0.5081081081081081,0.6074038254889319,0.5902633504129913,1,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6738351254480287
1,train,0.4611872146118721,0.03463648834019204,0.49851295475958857,0.1231485634683202,1,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06443381180223284
2,val,0.3333333333333333,0.025396825396825397,0.48278727445394115,0.24075780002908212,1,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.04719764011799409
3,test,0.2978723404255319,0.023890784982935155,0.5488332677582397,0.16017319017239587,1,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.044233807266982623
0,artificial_train,1.0,0.5164835164835165,0.6244876049189928,0.5825968680664768,2,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6811594202898552
1,train,0.228310502283105,0.02337540906965872,0.7021080275392149,0.250877012871836,2,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.04240882103477523
2,val,0.20833333333333334,0.02207505518763797,0.7310363247863247,0.35317029699594404,2,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.03992015968063873
3,test,0.0851063829787234,0.009732360097323601,0.7622650646166883,0.2869557834514059,2,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.017467248908296946
0,artificial_train,0.9893617021276596,0.5224719101123596,0.6298498122653317,0.5991365997621273,3,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6838235294117647
1,train,0.1461187214611872,0.026622296173044926,0.7885904592513419,0.3173035683824396,3,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.045038705137227304
2,val,0.14583333333333334,0.028,0.7661443494776828,0.41443542245258125,3,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.04697986577181208
3,test,0.0425531914893617,0.009009009009009009,0.84153022002966,0.33174539880006365,3,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.014869888475836432
0,artificial_train,0.9894736842105263,0.5340909090909091,0.6125411184210526,0.563274632158195,4,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6937269372693726
1,train,0.1324200913242009,0.04461538461538461,0.7572421260363041,0.32484545759144606,4,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0667433831990794
2,val,0.10416666666666667,0.037037037037037035,0.7271189458689459,0.400611485125367,4,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05464480874316939
3,test,0.0425531914893617,0.01680672268907563,0.8211918525468357,0.3097747800470104,4,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.024096385542168672
0,artificial_train,0.9578947368421052,0.52,0.6051487414187643,0.5118346354070862,5,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.674074074074074
1,train,0.1050228310502283,0.047325102880658436,0.7361409749505595,0.31543765783992,5,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06524822695035461
2,val,0.08333333333333333,0.04081632653061224,0.7223409306742641,0.40605506931043633,5,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.054794520547945195
3,test,0.02127659574468085,0.012195121951219513,0.81129505765564,0.30595276748806005,5,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.015503875968992248
0,artificial_train,0.96875,0.5535714285714286,0.58343962585034,0.45454047991901436,6,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.7045454545454546
1,train,0.1004566210045662,0.054455445544554455,0.7097749739401757,0.27898424356410495,6,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.07062600321027288
2,val,0.0625,0.03896103896103896,0.6948599240265907,0.2917302802246885,6,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.048
3,test,0.02127659574468085,0.013888888888888888,0.7855391785962894,0.2769582945112492,6,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.016806722689075633
0,artificial_train,0.9375,0.5625,0.5742768046709129,0.4365339081859352,7,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.703125
1,train,0.091324200913242,0.05333333333333334,0.7122633566166902,0.2850439532512603,7,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06734006734006734
2,val,0.020833333333333332,0.015625,0.6990740740740741,0.3048288911255704,7,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.01785714285714286
3,test,0.02127659574468085,0.014925373134328358,0.789019702793499,0.27326189109559695,7,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.01754385964912281
0,artificial_train,0.8762886597938144,0.5592105263157895,0.5424170910445907,0.3995477303996822,8,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6827309236947792
1,train,0.0730593607305936,0.0471976401179941,0.7159736632249606,0.2869489726621781,8,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05734767025089606
2,val,0.020833333333333332,0.01818181818181818,0.7076210826210827,0.30593911705112214,8,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.019417475728155335
3,test,0.02127659574468085,0.017241379310344827,0.7928634121243303,0.2743743967141042,8,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.01904761904761905
0,artificial_train,0.8571428571428571,0.5562913907284768,0.5582798833819242,0.3947202510275769,9,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.674698795180723
1,train,0.0730593607305936,0.05128205128205128,0.7162408721029756,0.28764351154449674,9,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.060263653483992465
2,val,0.020833333333333332,0.02040816326530612,0.7045643399810068,0.3332802872673243,9,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.020618556701030927
3,test,0.02127659574468085,0.02,0.7943464180866198,0.27805191074914465,9,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.020618556701030927
0,artificial_train,0.8979591836734694,0.5269461077844312,0.5974903474903475,0.40170157087065506,10,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6641509433962265
1,train,0.0776255707762557,0.05029585798816568,0.7189282697250949,0.29005130989491573,10,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06104129263913824
2,val,0.020833333333333332,0.018518518518518517,0.7103216999050332,0.31652287232774623,10,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.019607843137254905
3,test,0.02127659574468085,0.017241379310344827,0.7961018128991253,0.27742276790000736,10,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.01904761904761905
0,artificial_train,0.8061224489795918,0.5266666666666666,0.5368916797488226,0.35577531816316266,11,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6370967741935484
1,train,0.0547945205479452,0.040955631399317405,0.7048594439550254,0.25905470422228916,11,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.046875
2,val,0.0,0.0,0.6926638176638177,0.23929992510384054,11,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7832692715111528,0.2729205217567909,11,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.7959183673469388,0.52,0.5405923344947736,0.35070519467103506,12,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6290322580645161
1,train,0.0593607305936073,0.04436860068259386,0.7041023521339831,0.2609190704331737,12,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05078125000000001
2,val,0.0,0.0,0.6891025641025641,0.2413885063050283,12,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7829363518053327,0.27585283709766373,12,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.8787878787878788,0.5337423312883436,0.5888558482016426,0.35807727427998615,13,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6641221374045801
1,train,0.0593607305936073,0.04436860068259386,0.7093769440489661,0.27010010483004887,13,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05078125000000001
2,val,0.0,0.0,0.6961063627730294,0.27709547005674096,13,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.787990678248237,0.2733688932475022,13,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.8484848484848485,0.5753424657534246,0.5539772727272727,0.3334493772854601,14,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6857142857142857
1,train,0.0593607305936073,0.04779411764705882,0.7180793248522349,0.2869626935036076,14,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.052953156822810585
2,val,0.0,0.0,0.7029617758784426,0.3077196982658714,14,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7963742017493418,0.27658895529733774,14,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.7878787878787878,0.6046511627906976,0.5103815937149271,0.30140120236138834,15,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6842105263157895
1,train,0.0547945205479452,0.05825242718446602,0.71188063556745,0.2803154410443637,15,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05647058823529412
2,val,0.0,0.0,0.7014185660018992,0.29293395161722613,15,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7908961593172119,0.2732533950763855,15,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.7171717171717171,0.6339285714285714,0.49569465143235636,0.28120846980741687,16,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6729857819905213
1,train,0.0547945205479452,0.07142857142857142,0.7008540942106134,0.2710937094414066,16,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06201550387596899
2,val,0.0,0.0,0.6877077397910731,0.28147153087242,16,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7826942283829182,0.2675726393526925,16,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.7171717171717171,0.6698113207547169,0.49041597073093135,0.26945435071048807,17,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6926829268292682
1,train,0.0547945205479452,0.08571428571428572,0.6987331237413695,0.26457830920396835,17,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06685236768802229
2,val,0.0,0.0,0.6881825735992403,0.26826490977024176,17,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.781362549559638,0.2662166618990444,17,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.6565656565656566,0.6842105263157895,0.4797405876951331,0.25867858021513057,18,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6701030927835052
1,train,0.0502283105022831,0.08870967741935484,0.7007177063457933,0.2655360962095175,18,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0641399416909621
2,val,0.0,0.0,0.693079297245964,0.26857784102657484,18,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7848128083290458,0.2643051752048917,18,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.67,0.6633663366336634,0.4897985347985348,0.25686254795259933,19,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6666666666666667
1,train,0.0547945205479452,0.09836065573770492,0.6995152663947259,0.2662706097377697,19,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.07038123167155425
2,val,0.0,0.0,0.6910612535612537,0.2687648880603293,19,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7838443146393874,0.26540429427135276,19,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.55,0.7142857142857143,0.42689045936395764,0.22695196176581117,20,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6214689265536724
1,train,0.0410958904109589,0.09090909090909091,0.7014567058990535,0.27671568013586306,20,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.056603773584905655
2,val,0.0,0.0,0.6907941595441595,0.2794630422501618,20,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7863563451469388,0.27295086439211375,20,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.54,0.675,0.4360921501706484,0.2237364601225056,21,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.6000000000000001
1,train,0.0410958904109589,0.09278350515463918,0.7019577225453316,0.27883808210396327,21,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.056962025316455694
2,val,0.0,0.0,0.6910018993352326,0.2823562853392411,21,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.786628733997155,0.27271225185894016,21,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.52,0.65,0.4454290429042904,0.2211096840528563,22,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5777777777777778
1,train,0.0410958904109589,0.09473684210526316,0.7023376601687591,0.2802627336763366,22,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.057324840764331204
2,val,0.0,0.0,0.6908535137701804,0.28670952832825425,22,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7870827154141824,0.2728497818289826,22,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.51,0.6710526315789473,0.42501597444089456,0.20485663046941344,23,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5795454545454546
1,train,0.0319634703196347,0.09210526315789473,0.7022625076718173,0.28314797467627606,23,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.04745762711864407
2,val,0.0,0.0,0.6909722222222222,0.3009178723548327,23,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7898368693441483,0.277363807470056,23,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.44554455445544555,0.7142857142857143,0.41696390135908007,0.20079691300122512,24,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.548780487804878
1,train,0.0365296803652968,0.11428571428571428,0.7002681830770495,0.28199388451588214,24,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.05536332179930795
2,val,0.0,0.0,0.6885090218423552,0.29375701209511534,24,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7874459005478043,0.27545148529552177,24,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.47058823529411764,0.7384615384615385,0.3957111545524554,0.19165897358406828,25,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5748502994011976
1,train,0.045662100456621,0.14925373134328357,0.6879807498270797,0.2612760673382689,25,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06993006993006992
2,val,0.0,0.0,0.6736407882241215,0.2636871257076483,25,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.776610877394752,0.2787627760663524,25,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.580952380952381,0.61,0.4318540433925049,0.2014194998239594,26,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5951219512195122
1,train,0.0502283105022831,0.14473684210526316,0.6874491154968624,0.26818976130972827,26,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.07457627118644067
2,val,0.0,0.0,0.6733143399810066,0.27049707833752223,26,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7755213219938863,0.2826825484070008,26,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.5566037735849056,0.6082474226804123,0.4135718557990322,0.19319163016527452,27,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5812807881773399
1,train,0.0502283105022831,0.16666666666666666,0.6845418272355432,0.27008656795691516,27,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.07719298245614035
2,val,0.0,0.0,0.669485992402659,0.2652345457249865,27,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7739475197481916,0.28751214175810513,27,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.39622641509433965,0.7924528301886793,0.3609877913429522,0.17549837833582432,28,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5283018867924529
1,train,0.0410958904109589,0.18,0.6901991401997665,0.2845053211834292,28,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.06691449814126393
2,val,0.0,0.0,0.6742343304843305,0.32568147077545206,28,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7804545867255834,0.28863586182549433,28,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.5636363636363636,0.5794392523364486,0.4469947407963937,0.20054864446011011,29,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.5714285714285714
1,train,0.0502283105022831,0.16417910447761194,0.6747608689298702,0.26773857139427715,29,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.07692307692307691
2,val,0.0,0.0,0.6567248338081673,0.26059437382338274,29,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
3,test,0.0,0.0,0.7646862988408341,0.2836061233259019,29,LogReg,RepeatedEditedNN,LogReg_RepeatedEditedNN,0.0
0,artificial_train,0.43478260869565216,1.0,0.5,0.5027322404371585,0,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.6060606060606061
1,train,0.0547945205479452,0.08108108108108109,0.5,0.06257142857142857,0,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.06539509536784742
2,val,0.08333333333333333,0.23529411764705882,0.5,0.064,0,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.12307692307692308
3,test,0.02127659574468085,0.03225806451612903,0.5,0.06266666666666666,0,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.02564102564102564
0,artificial_train,1.0,0.6301369863013698,0.5,0.47668393782383417,1,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.773109243697479
1,train,0.5296803652968036,0.09027237354085603,0.5,0.06257142857142857,1,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.15425531914893617
2,val,0.6666666666666666,0.12075471698113208,0.5,0.064,1,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.20447284345047925
3,test,0.5957446808510638,0.09364548494983277,0.5,0.06266666666666666,1,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.16184971098265896
0,artificial_train,0.9891304347826086,0.6232876712328768,0.5035742264003134,0.45498045620047123,2,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.7647058823529411
1,train,0.3470319634703196,0.07371483996120272,0.500152392563243,0.0625893112317805,2,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.12160000000000001
2,val,0.3958333333333333,0.08962264150943396,0.5,0.064,2,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.14615384615384613
3,test,0.2978723404255319,0.06334841628959276,0.5007112375533428,0.06275033377837116,2,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.1044776119402985
0,artificial_train,0.9565217391304348,0.5866666666666667,0.5692597915918074,0.46984644097604444,3,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.7272727272727273
1,train,0.1506849315068493,0.05989110707803993,0.5173463096644719,0.06468820602873714,3,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.08571428571428572
2,val,0.2708333333333333,0.09420289855072464,0.49637939221272553,0.0635614422036663,3,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.13978494623655913
3,test,0.06382978723404255,0.029411764705882353,0.5287521564117309,0.0662382766965975,3,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.040268456375838924
0,artificial_train,1.0,0.6301369863013698,0.5252240292067707,0.42519247080154354,4,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.773109243697479
1,train,0.1506849315068493,0.08375634517766498,0.5015294924840544,0.06275137791792441,4,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.10766721044045677
2,val,0.08333333333333333,0.057971014492753624,0.49670584045584043,0.06360780333784394,4,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.06837606837606838
3,test,0.06382978723404255,0.0379746835443038,0.49718531521443055,0.062337773164965686,4,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.04761904761904762
0,artificial_train,1.0,0.6258503401360545,0.24957600986740672,0.34604191380321486,5,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.7698744769874477
1,train,0.136986301369863,0.08379888268156424,0.49223424198268984,0.06167065321589636,5,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.10398613518197573
2,val,0.08333333333333333,0.06779661016949153,0.5109805318138652,0.06534362069521196,5,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.07476635514018692
3,test,0.02127659574468085,0.016129032258064516,0.5248933143669986,0.06573426573426573,5,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.018348623853211007
0,artificial_train,1.0,0.6118421052631579,0.25935483870967746,0.34101881545760054,6,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.7591836734693876
1,train,0.136986301369863,0.08902077151335312,0.4918097695462598,0.061626119269954885,6,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.1079136690647482
2,val,0.08333333333333333,0.07017543859649122,0.5109508547008547,0.06534005563282337,6,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.0761904761904762
3,test,0.02127659574468085,0.016129032258064516,0.5248933143669986,0.06573426573426573,6,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.018348623853211007
0,artificial_train,0.9789473684210527,0.5886075949367089,0.4358094603597602,0.3540459933510119,7,DT,RepeatedEditedNN,DT_RepeatedEditedNN,0.7351778656126483
