,dataset_type,recall,precision,auroc,auprc,iteration,model_type,resampler_type,group,f1
0,artificial_train,0.8145161290322581,0.8145161290322581,0.5510804583385228,0.3535661805100187,20,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8145161290322581
1,train,0.4794520547945205,0.42,0.34935334059807466,0.04885386385370789,20,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4477611940298507
2,val,0.3333333333333333,0.42105263157894735,0.3162393162393162,0.04795214021954834,20,KNN,SVMSMOTE,KNN_SVMSMOTE,0.372093023255814
3,test,0.3617021276595745,0.26153846153846155,0.2721013286522805,0.045264588550250354,20,KNN,SVMSMOTE,KNN_SVMSMOTE,0.3035714285714286
0,artificial_train,0.734375,0.8703703703703703,0.49814268867924527,0.3259766554703044,21,KNN,SVMSMOTE,KNN_SVMSMOTE,0.7966101694915254
1,train,0.4794520547945205,0.44680851063829785,0.377665652107958,0.05070317907801399,21,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4625550660792951
2,val,0.4375,0.5675675675675675,0.40736289173789164,0.054304436169489226,21,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4941176470588235
3,test,0.5957446808510638,0.3835616438356164,0.32482370388305437,0.04828509066445215,21,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4666666666666667
0,artificial_train,0.8015267175572519,0.84,0.5619387067804221,0.3625785340607832,22,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8203125
1,train,0.5753424657534246,0.3888888888888889,0.42724472853943907,0.055146291278478726,22,KNN,SVMSMOTE,KNN_SVMSMOTE,0.46408839779005523
2,val,0.4375,0.3559322033898305,0.4502314814814815,0.05851356840808444,22,KNN,SVMSMOTE,KNN_SVMSMOTE,0.39252336448598135
3,test,0.5531914893617021,0.2765957446808511,0.3410157077570291,0.048854476302752164,22,KNN,SVMSMOTE,KNN_SVMSMOTE,0.36879432624113484
0,artificial_train,0.7862595419847328,0.8442622950819673,0.5600535975312653,0.3540519716162737,23,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8142292490118578
1,train,0.547945205479452,0.46875,0.4064267910301319,0.05344254809997641,23,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5052631578947367
2,val,0.4375,0.525,0.42147435897435903,0.05563858232776514,23,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4772727272727273
3,test,0.5319148936170213,0.32894736842105265,0.35179020005447775,0.0493230386634642,23,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4065040650406504
0,artificial_train,0.7744360902255639,0.8583333333333333,0.562431941923775,0.3492020085505284,24,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8142292490118577
1,train,0.5342465753424658,0.4624505928853755,0.4176815733036064,0.054097791570458104,24,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4957627118644068
2,val,0.4166666666666667,0.4878048780487805,0.43079297245963916,0.05649334670462388,24,KNN,SVMSMOTE,KNN_SVMSMOTE,0.44943820224719094
3,test,0.5957446808510638,0.37333333333333335,0.38512756877818466,0.0513776770939422,24,KNN,SVMSMOTE,KNN_SVMSMOTE,0.459016393442623
0,artificial_train,0.7686567164179104,0.8373983739837398,0.5550591523985424,0.343162006467958,25,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8015564202334632
1,train,0.547945205479452,0.46153846153846156,0.4068046410842,0.05336089158809757,25,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5010438413361169
2,val,0.3958333333333333,0.48717948717948717,0.4290271842355176,0.05630299484466151,25,KNN,SVMSMOTE,KNN_SVMSMOTE,0.43678160919540227
3,test,0.5531914893617021,0.35135135135135137,0.33696014043158506,0.048507576758733094,25,KNN,SVMSMOTE,KNN_SVMSMOTE,0.42975206611570244
0,artificial_train,0.746268656716418,0.8620689655172413,0.5036226633821185,0.30629072458715734,26,KNN,SVMSMOTE,KNN_SVMSMOTE,0.7999999999999999
1,train,0.5388127853881278,0.49372384937238495,0.39053134207050694,0.05219557336367771,26,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5152838427947599
2,val,0.375,0.47368421052631576,0.42671236942070273,0.05610592685539852,26,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4186046511627907
3,test,0.5106382978723404,0.3380281690140845,0.3231288399261523,0.04811299107559584,26,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4067796610169492
0,artificial_train,0.7313432835820896,0.8596491228070176,0.5534903850652693,0.33163290632729153,27,KNN,SVMSMOTE,KNN_SVMSMOTE,0.7903225806451613
1,train,0.5342465753424658,0.4875,0.3985503918367687,0.05257204672215309,27,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5098039215686274
2,val,0.3541666666666667,0.4722222222222222,0.4223349952516619,0.05587535550467139,27,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4047619047619048
3,test,0.48936170212765956,0.32857142857142857,0.35481674283465997,0.04917638389978815,27,KNN,SVMSMOTE,KNN_SVMSMOTE,0.39316239316239315
0,artificial_train,0.8134328358208955,0.8449612403100775,0.5963117542984168,0.3416427699011494,28,KNN,SVMSMOTE,KNN_SVMSMOTE,0.8288973384030418
1,train,0.5616438356164384,0.462406015037594,0.4147137455308619,0.05420956064390746,28,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5072164948453609
2,val,0.4375,0.5121951219512195,0.45610754985754987,0.05912104746213802,28,KNN,SVMSMOTE,KNN_SVMSMOTE,0.47191011235955055
3,test,0.5957446808510638,0.345679012345679,0.38099633788323595,0.051300415039953515,28,KNN,SVMSMOTE,KNN_SVMSMOTE,0.4375
0,artificial_train,0.7333333333333333,0.8461538461538461,0.53158010081087,0.30479556748402137,29,KNN,SVMSMOTE,KNN_SVMSMOTE,0.7857142857142856
1,train,0.5342465753424658,0.48148148148148145,0.40822210067929504,0.053304125897720184,29,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5064935064935064
2,val,0.4583333333333333,0.5641025641025641,0.4523385565052232,0.05865220986710073,29,KNN,SVMSMOTE,KNN_SVMSMOTE,0.5057471264367815
3,test,0.6382978723404256,0.38961038961038963,0.3909990617717381,0.05300283433167981,29,KNN,SVMSMOTE,KNN_SVMSMOTE,0.48387096774193544
0,artificial_train,0.5760869565217391,0.7681159420289855,0.5857620640229336,0.6604952097288053,0,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6583850931677019
1,train,0.0776255707762557,0.10967741935483871,0.6813297538477382,0.26435621559864486,0,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.09090909090909091
2,val,0.041666666666666664,0.09090909090909091,0.6514126305792973,0.2552271061420574,0,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.05714285714285715
3,test,0.02127659574468085,0.037037037037037035,0.7654731999636815,0.2993865851061107,0,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.027027027027027025
0,artificial_train,0.5894736842105263,0.7466666666666667,0.5993555316863588,0.6520735412484896,1,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6588235294117647
1,train,0.0730593607305936,0.1095890410958904,0.6962670084713565,0.27238427475896404,1,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.08767123287671232
2,val,0.0,0.0,0.6813271604938271,0.2602927859146183,1,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7795163584637269,0.29233570264999237,1,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.59375,0.7402597402597403,0.6002725856697819,0.6456299911405821,2,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6589595375722545
1,train,0.0684931506849315,0.10416666666666667,0.6857567926027677,0.2723932710697572,2,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.08264462809917354
2,val,0.020833333333333332,0.045454545454545456,0.6622744539411206,0.2586599248218773,2,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.028571428571428574
3,test,0.0,0.0,0.7693774401501166,0.3089246395879373,2,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6185567010309279,0.6976744186046512,0.6453963739779596,0.6442115772340642,3,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6557377049180328
1,train,0.0684931506849315,0.1111111111111111,0.6821132882140009,0.2314959515728121,3,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0847457627118644
2,val,0.0,0.0,0.6627492877492878,0.1934290365759901,3,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7676220453376108,0.2551211275132113,3,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5773195876288659,0.6666666666666666,0.6102929144166258,0.6250326338680289,4,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6187845303867403
1,train,0.0593607305936073,0.104,0.7121116599099004,0.29000152741345575,4,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07558139534883722
2,val,0.0,0.0,0.70213081671415,0.29083383901939663,4,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7957688931933052,0.2870121853933188,4,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5876288659793815,0.6551724137931034,0.6526303820497271,0.6140901719597729,5,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6195652173913044
1,train,0.0593607305936073,0.10569105691056911,0.6789847176005755,0.24249237389575093,5,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07602339181286549
2,val,0.0,0.0,0.6593067426400758,0.21400117990982317,5,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7662298356587272,0.27339438930963644,5,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6082474226804123,0.6020408163265306,0.6699265640446265,0.6073552630919141,6,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6051282051282051
1,train,0.0593607305936073,0.10833333333333334,0.6894935417562582,0.24680471184918287,6,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07669616519174041
2,val,0.0,0.0,0.6727504748338082,0.21386265034909482,6,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7803940558699798,0.27322979123369,6,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5154639175257731,0.6493506493506493,0.6389770023790642,0.6056486379990667,7,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5747126436781609
1,train,0.0639269406392694,0.11764705882352941,0.6687458857487206,0.2072816762232275,7,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.08284023668639053
2,val,0.0,0.0,0.6444385090218423,0.17520853510243067,7,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.749583850367725,0.23675822215741463,7,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.4845360824742268,0.5280898876404494,0.6333995776922121,0.6030270469600022,8,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5053763440860214
1,train,0.0547945205479452,0.09917355371900827,0.6865278015528733,0.20354689973006418,8,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07058823529411765
2,val,0.0,0.0,0.6668447293447294,0.1660214708695876,8,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7624466571834992,0.23292458769190577,8,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5714285714285714,0.6436781609195402,0.6798833819241982,0.6106374190037717,9,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.6054054054054054
1,train,0.0593607305936073,0.10743801652892562,0.6697868870026541,0.17022180197723433,9,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07647058823529411
2,val,0.0,0.0,0.6447649572649572,0.12672095391040747,9,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7480403135498319,0.1869210544560564,9,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5757575757575758,0.5876288659793815,0.63866930171278,0.573628437476662,10,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5816326530612245
1,train,0.0684931506849315,0.1111111111111111,0.6287188308498216,0.1444190066379564,10,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0847457627118644
2,val,0.020833333333333332,0.05263157894736842,0.5794753086419754,0.09835809703054373,10,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.02985074626865672
3,test,0.0,0.0,0.6849368965830333,0.15228563546641563,10,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.46464646464646464,0.5348837209302325,0.6428199520983027,0.575209301587319,11,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.49729729729729727
1,train,0.0547945205479452,0.10084033613445378,0.6200832522660564,0.13887756816241695,11,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07100591715976332
2,val,0.020833333333333332,0.0625,0.5736289173789174,0.09209096031735073,11,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.03125
3,test,0.0,0.0,0.6714385157834207,0.13938057568256523,11,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6039603960396039,0.5350877192982456,0.685128908930497,0.5357654773937948,12,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5674418604651162
1,train,0.0410958904109589,0.08490566037735849,0.6979551562267323,0.2174593393757024,12,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.055384615384615386
2,val,0.0,0.0,0.689369658119658,0.17782322378746757,12,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7785175993462667,0.22670033443613638,12,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.594059405940594,0.5555555555555556,0.704348029142537,0.5462691580586185,13,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5741626794258373
1,train,0.0502283105022831,0.102803738317757,0.7022931253557566,0.2810632915310063,13,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.06748466257668712
2,val,0.0,0.0,0.6900819088319089,0.2721621977975182,13,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7913198753064375,0.2908550178742858,13,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6138613861386139,0.496,0.663054143252163,0.46365565271900067,14,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5486725663716814
1,train,0.0273972602739726,0.06666666666666667,0.7278519328804699,0.3212180716367916,14,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.038834951456310676
2,val,0.0,0.0,0.7230828584995252,0.3732379343713246,14,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.8181350443388516,0.3264487252224456,14,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5882352941176471,0.5263157894736842,0.6829853153382566,0.5024646721871515,15,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5555555555555555
1,train,0.0502283105022831,0.1111111111111111,0.7177439220418098,0.31465653639424934,15,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.06918238993710692
2,val,0.0,0.0,0.7032882241215574,0.3772015940653672,15,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.8078447988862322,0.33112041027525035,15,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5588235294117647,0.5428571428571428,0.6661988446831015,0.5058734623472096,16,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5507246376811593
1,train,0.0502283105022831,0.11458333333333333,0.7024420386367337,0.22824752819100091,16,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.06984126984126984
2,val,0.0,0.0,0.6913877018043685,0.19800904976650868,16,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7880512091038407,0.24682548988846498,16,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5784313725490197,0.5175438596491229,0.6517459573470823,0.45713592536541026,17,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5462962962962963
1,train,0.0502283105022831,0.125,0.7126140682690848,0.29172490020461384,17,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07166123778501629
2,val,0.0,0.0,0.7012701804368472,0.3021342002441541,17,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.8063315274961411,0.31719679089171415,17,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5490196078431373,0.5436893203883495,0.6249342648936971,0.47566527192469743,18,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5463414634146341
1,train,0.0547945205479452,0.12631578947368421,0.695590635998881,0.21392268138470621,18,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.07643312101910828
2,val,0.0,0.0,0.6771723646723646,0.18529909868099806,18,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7855391785962894,0.2500732156923716,18,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5784313725490197,0.43703703703703706,0.6646588524708776,0.46723417268062084,19,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4978902953586498
1,train,0.045662100456621,0.10416666666666667,0.7249571700353078,0.2878014033108339,19,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.06349206349206349
2,val,0.0,0.0,0.7153964862298196,0.3126401471629358,19,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.816046729820526,0.320653596878179,19,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5825242718446602,0.43478260869565216,0.6715846047156727,0.48644868292879545,20,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4979253112033195
1,train,0.0593607305936073,0.13131313131313133,0.6916005950964387,0.20844045692231,20,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.08176100628930817
2,val,0.0,0.0,0.6783000949667616,0.17642747788262617,20,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7825429012439091,0.24749270513530247,20,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5849056603773585,0.43356643356643354,0.6671980803365987,0.46758268294123195,21,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.497991967871486
1,train,0.0776255707762557,0.15454545454545454,0.6428015737489545,0.13203319040244071,21,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.10334346504559269
2,val,0.0,0.0,0.6124762583095916,0.10198313576899319,21,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7122363124602766,0.14907028485896023,21,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5327102803738317,0.4318181818181818,0.6540950997726699,0.4473227011101239,22,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.47698744769874474
1,train,0.0639269406392694,0.15555555555555556,0.6724019155536443,0.19654563289212135,22,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.09061488673139159
2,val,0.020833333333333332,0.06666666666666667,0.6531339031339032,0.16595747287919282,22,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.031746031746031744
3,test,0.0,0.0,0.7644139099906178,0.25698665613190375,22,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6111111111111112,0.37714285714285717,0.6317547055251973,0.41429737979450854,23,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4664310954063604
1,train,0.091324200913242,0.12738853503184713,0.6392540975507244,0.12708402371885472,23,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.10638297872340424
2,val,0.020833333333333332,0.037037037037037035,0.6214387464387464,0.1323717096064554,23,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.02666666666666667
3,test,0.02127659574468085,0.037037037037037035,0.7117520656154475,0.16889106176199614,23,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.027027027027027025
0,artificial_train,0.5833333333333334,0.3684210526315789,0.6668577307466196,0.4392786033326481,24,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4516129032258065
1,train,0.0776255707762557,0.15315315315315314,0.6359279037046005,0.1640485321513087,24,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.10303030303030303
2,val,0.041666666666666664,0.1111111111111111,0.602593779677113,0.11704232001354223,24,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.06060606060606061
3,test,0.0,0.0,0.7231923973245362,0.21456175448693351,24,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.5596330275229358,0.4357142857142857,0.5860091743119267,0.4033709647648267,25,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4899598393574297
1,train,0.0776255707762557,0.15178571428571427,0.696642770956065,0.19522165617236698,25,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.10271903323262839
2,val,0.041666666666666664,0.10526315789473684,0.6845619658119659,0.21937027928533845,25,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.05970149253731344
3,test,0.02127659574468085,0.04,0.7953149117762779,0.2874439865418702,25,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.02777777777777778
0,artificial_train,0.6363636363636364,0.4166666666666667,0.6632541632541633,0.4606511547032787,26,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.5035971223021583
1,train,0.0730593607305936,0.14953271028037382,0.6837207166208097,0.21715212257126537,26,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.09815950920245398
2,val,0.020833333333333332,0.0625,0.6646189458689459,0.1925235007912556,26,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.03125
3,test,0.0,0.0,0.7812717532762326,0.2759945790573305,26,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6090909090909091,0.3785310734463277,0.6550225284919162,0.4306201128688307,27,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4668989547038328
1,train,0.0730593607305936,0.1509433962264151,0.6607421448244284,0.17052282819985434,27,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.09846153846153846
2,val,0.0,0.0,0.6428359449192782,0.1361684494435568,27,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7535183559819618,0.20289167057770927,27,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6126126126126126,0.3434343434343434,0.6919661138411138,0.436857522850997,28,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.4401294498381877
1,train,0.091324200913242,0.14492753623188406,0.646126375882172,0.13956667669190204,28,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.11204481792717086
2,val,0.020833333333333332,0.05,0.6304605887939222,0.12778414486332004,28,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.029411764705882353
3,test,0.0,0.0,0.7338155624829757,0.18403394926487857,28,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.6036036036036037,0.3941176470588235,0.6569483848489374,0.44433775526335084,29,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.47686832740213525
1,train,0.0776255707762557,0.14912280701754385,0.6725216028635885,0.16865080203991006,29,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.1021021021021021
2,val,0.0,0.0,0.6550629154795821,0.15163758885413303,29,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
3,test,0.0,0.0,0.7621137374776792,0.21675912301570607,29,LogReg,SVMSMOTE,LogReg_SVMSMOTE,0.0
0,artificial_train,0.9130434782608695,0.9545454545454546,0.5148709985666506,0.5449991951037527,0,DT,SVMSMOTE,DT_SVMSMOTE,0.9333333333333332
1,train,0.2009132420091324,0.054388133498145856,0.5728540830769101,0.0740039111969931,0,DT,SVMSMOTE,DT_SVMSMOTE,0.08560311284046691
2,val,0.16666666666666666,0.04519774011299435,0.5545465337132005,0.07312734036837676,0,DT,SVMSMOTE,DT_SVMSMOTE,0.07111111111111111
3,test,0.14893617021276595,0.03626943005181347,0.5392088617172603,0.07184948905197572,0,DT,SVMSMOTE,DT_SVMSMOTE,0.05833333333333333
0,artificial_train,0.9347826086956522,0.9555555555555556,0.5897008179078778,0.5864508988641643,1,DT,SVMSMOTE,DT_SVMSMOTE,0.945054945054945
1,train,0.2009132420091324,0.054187192118226604,0.46918608454099214,0.05918972692476062,1,DT,SVMSMOTE,DT_SVMSMOTE,0.08535402521823474
2,val,0.1875,0.05,0.4829653371320038,0.06255782522927902,1,DT,SVMSMOTE,DT_SVMSMOTE,0.07894736842105264
3,test,0.14893617021276595,0.03608247422680412,0.45301292333767135,0.059730787064293384,1,DT,SVMSMOTE,DT_SVMSMOTE,0.05809128630705394
0,artificial_train,0.9130434782608695,0.9438202247191011,0.5418135526831178,0.5332544504290153,2,DT,SVMSMOTE,DT_SVMSMOTE,0.9281767955801105
1,train,0.2009132420091324,0.05452292441140025,0.4845895629882303,0.06092244622247957,2,DT,SVMSMOTE,DT_SVMSMOTE,0.08576998050682261
2,val,0.16666666666666666,0.04519774011299435,0.4736318850902185,0.06144296941500216,2,DT,SVMSMOTE,DT_SVMSMOTE,0.07111111111111111
3,test,0.14893617021276595,0.036458333333333336,0.4617142338306952,0.060041833661289935,2,DT,SVMSMOTE,DT_SVMSMOTE,0.058577405857740586
0,artificial_train,0.8602150537634409,0.9411764705882353,0.49534050179211464,0.43452787512315383,3,DT,SVMSMOTE,DT_SVMSMOTE,0.898876404494382
1,train,0.0730593607305936,0.10596026490066225,0.49873980396331996,0.06242357573203571,3,DT,SVMSMOTE,DT_SVMSMOTE,0.08648648648648649
2,val,0.0625,0.12,0.5024335232668566,0.06430008237353456,3,DT,SVMSMOTE,DT_SVMSMOTE,0.0821917808219178
3,test,0.02127659574468085,0.037037037037037035,0.5074452952392482,0.06355394670947859,3,DT,SVMSMOTE,DT_SVMSMOTE,0.027027027027027025
0,artificial_train,0.8709677419354839,0.8804347826086957,0.44367245657568244,0.3941434439890881,4,DT,SVMSMOTE,DT_SVMSMOTE,0.8756756756756756
1,train,0.1232876712328767,0.07964601769911504,0.5029017214096938,0.06293255403461122,4,DT,SVMSMOTE,DT_SVMSMOTE,0.09677419354838708
2,val,0.125,0.08955223880597014,0.4901175213675214,0.06284724608091725,4,DT,SVMSMOTE,DT_SVMSMOTE,0.10434782608695653
3,test,0.02127659574468085,0.015625,0.5174480191277504,0.06483658329804165,4,DT,SVMSMOTE,DT_SVMSMOTE,0.018018018018018018
0,artificial_train,0.9354838709677419,0.8969072164948454,0.42945468509984636,0.3751845470147418,5,DT,SVMSMOTE,DT_SVMSMOTE,0.9157894736842105
1,train,0.0730593607305936,0.10126582278481013,0.4920505358790546,0.06164068010382222,5,DT,SVMSMOTE,DT_SVMSMOTE,0.08488063660477455
2,val,0.020833333333333332,0.05555555555555555,0.485903371320038,0.06232708321594967,5,DT,SVMSMOTE,DT_SVMSMOTE,0.030303030303030304
3,test,0.0,0.0,0.5077176840894646,0.06361780100517563,5,DT,SVMSMOTE,DT_SVMSMOTE,0.0
0,artificial_train,0.8817204301075269,0.9534883720930233,0.5253763440860214,0.39771191428425684,6,DT,SVMSMOTE,DT_SVMSMOTE,0.9162011173184358
1,train,0.0639269406392694,0.09523809523809523,0.49388759691540746,0.06184126715182412,6,DT,SVMSMOTE,DT_SVMSMOTE,0.07650273224043716
2,val,0.08333333333333333,0.18181818181818182,0.5040954415954416,0.06465273464874213,6,DT,SVMSMOTE,DT_SVMSMOTE,0.1142857142857143
3,test,0.0,0.0,0.5153748373233257,0.06463649751821204,6,DT,SVMSMOTE,DT_SVMSMOTE,0.0
